"Name","Type","Zones","Location","Info","Note","Icon"
"Ada","","Bastok; Port Windurst","Port Windurst E-5","","",""
"Ada (A)","","Abyssea; Abyssea - Tahrongi","Abyssea - Tahrongi","","",""
"Adalefont","","San d'Oria; West Ronfaure","West Ronfaure I-5","","",""
"Adaunel","Adventurer's Assistant NPC","San d'Oria; Southern San d'Oria","Southern San d'Oria K-9, above Eastgate","Involved in Quests:
- Flyers for Regine

Notes:
thumb|100px|ConstellationsOffers Information on the Constellations: :I am the theologian Adaunel. I'm now examining this map of the sky for heresies by that so-called ""astronomer"" of Windurst! Perhaps you could assist me. Why, to spend ten years scrawling all this rubbish... What a dull place Windurst must be! Look at the star map? :*""Yes."": [Shows a map of the constellations] Then, take a deep breath, for sinister signs may lurk between the lines of this ""map."" It's a pagan myth, you see. Look, lightning from the land of ""Ramuh"" in the southwest spawns the ""Bomb"" of fire! The angry gods call ""Leviathan"" from the western sea to put it out, washing away civilization... Or so that Windurstian claims. I cannot adibe the belief that Vana'diel, blessed of Altana herself, is just another dot in the sky! I'll debunk all this at the next symposium. :*""No."": I blame you not! Why, were there thestars not fixed upon the celestial sphere, they would fall from the sky! Everyone knows that!","Involved in Quests:
- Flyers for Regine

Notes:
thumb|100px|ConstellationsOffers Information on the Constellations: :I am the theologian Adaunel. I'm now examining this map of the sky for heresies by that so-called ""astronomer"" of Windurst! Perhaps you could assist me. Why, to spend ten years scrawling all this rubbish... What a dull place Windurst must be! Look at the star map? :*""Yes."": [Shows a map of the constellations] Then, take a deep breath, for sinister signs may lurk between the lines of this ""map."" It's a pagan myth, you see. Look, lightning from the land of ""Ramuh"" in the southwest spawns the ""Bomb"" of fire! The angry gods call ""Leviathan"" from the western sea to put it out, washing away civilization... Or so that Windurstian claims. I cannot adibe the belief that Vana'diel, blessed of Altana herself, is just another dot in the sky! I'll debunk all this at the next symposium. :*""No."": I blame you not! Why, were there thestars not fixed upon the celestial sphere, they would fall from the sky! Everyone knows that!",""
"Addison, C.A.","Campaign NPC","Jeuno (S); West Sarutabaruta (S)","West Sarutabaruta (S) H-7 during Beastman Control.","Notes:
*Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of West Sarutabaruta (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","Notes:
*Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of West Sarutabaruta (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign",""
"Addled Fetters","","Adoulin; Eastern Adoulin","Eastern Adoulin J-9","","",""
"Adeben","","Open sea route to Al Zahbi; Outland","Open sea route to Al Zahbi","Notes:
Will tell you how long until the Ferry arrives at its destination.","Notes:
Will tell you how long until the Ferry arrives at its destination.",""
"Adeeha","Assault","Al Zahbi; Periqia","Periqia","Involved in Missions:
- Wake the Puppet

Notes:
*Explains the automaton models and tallies the amount of Mark IIs retrieved.","Involved in Missions:
- Wake the Puppet

Notes:
*Explains the automaton models and tallies the amount of Mark IIs retrieved.",""
"Adelbrecht","","Bastok (S); Bastok Markets (S)","Bastok Markets (S) E-8","Starts Quests:
- The Fighting Fourth

Involved in Missions:
- Back to the Beginning

Notes:
*Adelbrecht is a Centurion of the Republican Legion.","Starts Quests:
- The Fighting Fourth

Involved in Missions:
- Back to the Beginning

Notes:
*Adelbrecht is a Centurion of the Republican Legion.",""
"Adelflete","Standard Merchant","Gems by Kshama in Lower Jeuno at; Jeuno","Gems by Kshama in Lower Jeuno at (H-10)","","",""
"Adelheid","Campaign Battle Ally NPC","Bastok (S); Bastok Markets (S); Battle","Bastok Markets (S) H-7","Notes:
:* Appears during Campaign Battles in Grauberg (S) and Bastok Markets (S) as the leader of the 2nd Legion Scouts. Also appears in Ruhotz Silvermines during the quest Fire in the Hole. :* Summons various status ailment ""tubes"" (e.g. Silence Tube, Stun Tube, etc.) into the battle. These Tubes inflict a status ailment on opposing forces in an area of effect. :* Casts all Tier IV spells and all spells available to a Red Mage (Dia III, Gravity, Bind, Silence, etc.) Also uses Stun and Sleepga II. :* Like most unique generals she has a distinct weapon, in her case she wields Seveneyes. :* Uses Seraph Strike for ~200 damage, and Judgment for 500+ damage, but won't naturally walk within melee range. Also uses Moonlight and Starlight. :* Uses Tabula Rasa. :* Talk: ...Heavy infantry, five columns of 200... Two 100-knight regiments... Enemy force casualties estimated at 5,000... Oh, I apologize, soldier. I've spent the past few nights preparing for a joint operation with San d'Oria's Royal Knights. :* Battle Cry: A good soldier always comes prepared. Hehehehe!","Notes:
:* Appears during Campaign Battles in Grauberg (S) and Bastok Markets (S) as the leader of the 2nd Legion Scouts. Also appears in Ruhotz Silvermines during the quest Fire in the Hole. :* Summons various status ailment ""tubes"" (e.g. Silence Tube, Stun Tube, etc.) into the battle. These Tubes inflict a status ailment on opposing forces in an area of effect. :* Casts all Tier IV spells and all spells available to a Red Mage (Dia III, Gravity, Bind, Silence, etc.) Also uses Stun and Sleepga II. :* Like most unique generals she has a distinct weapon, in her case she wields Seveneyes. :* Uses Seraph Strike for ~200 damage, and Judgment for 500+ damage, but won't naturally walk within melee range. Also uses Moonlight and Starlight. :* Uses Tabula Rasa. :* Talk: ...Heavy infantry, five columns of 200... Two 100-knight regiments... Enemy force casualties estimated at 5,000... Oh, I apologize, soldier. I've spent the past few nights preparing for a joint operation with San d'Oria's Royal Knights. :* Battle Cry: A good soldier always comes prepared. Hehehehe!",""
"Adelheid Sturm","","Bastok (S); Bastok Markets (S)","Bastok Markets (S) H-7","Involved in Quests:
- Fires of Discontent
- Light in the Darkness
- Burden of Suspicion
- Fire in the Hole

Notes:
*Seen eavesdropping in several Bastok Crystal War quests. ""...Heavy infantry, five columns of 200... Two 100-knight regiments... Enemy force casualties estimated at 5,000... Oh, I apologize, soldier. I've spent the past few nights preparing for a joint operation with San d'Oria's Royal Knights."" Background: The name ""Adelheid Sturm"" can actually be seen as a clever pun. Adelheid is a proper name, but ""Adel"" is phonetically identical to the English word ""addle"", meaning to confuse, and ""heid"" is very similar to the German ending ""-heit"", which is an ending expressing state of being. ""-heit"" does not have a direct English translation but is roughly equivalent to the English ending ""-ness"", although in practice it is not always translated. (E.g. with the word ""Krankenheit"", meaning ""sickness"", the -heit is carried over to English, but for ""Sicherheit"", German for ""safety"", the -heit does not survive the translation intact.) ""Sturm"" is the German word for ""Storm"". Thus, with a little imagination, one can get ""Addle Storm"", or even ""Addling Storm"", out of her name; a fitting description given her fighting technique and a worthy pun that rivals the gil reward from The Miraculous Dale.","Involved in Quests:
- Fires of Discontent
- Light in the Darkness
- Burden of Suspicion
- Fire in the Hole

Notes:
*Seen eavesdropping in several Bastok Crystal War quests. ""...Heavy infantry, five columns of 200... Two 100-knight regiments... Enemy force casualties estimated at 5,000... Oh, I apologize, soldier. I've spent the past few nights preparing for a joint operation with San d'Oria's Royal Knights."" Background: The name ""Adelheid Sturm"" can actually be seen as a clever pun. Adelheid is a proper name, but ""Adel"" is phonetically identical to the English word ""addle"", meaning to confuse, and ""heid"" is very similar to the German ending ""-heit"", which is an ending expressing state of being. ""-heit"" does not have a direct English translation but is roughly equivalent to the English ending ""-ness"", although in practice it is not always translated. (E.g. with the word ""Krankenheit"", meaning ""sickness"", the -heit is carried over to English, but for ""Sicherheit"", German for ""safety"", the -heit does not survive the translation intact.) ""Sturm"" is the German word for ""Storm"". Thus, with a little imagination, one can get ""Addle Storm"", or even ""Addling Storm"", out of her name; a fitting description given her fighting technique and a worthy pun that rivals the gil reward from The Miraculous Dale.",""
"Adelinde","","Bastok (S); Bastok Markets (S)","Bastok Markets (S) H-6","Notes:
""The Brilioth Estate lies in the residential area. They are certainly the most notable family of dancers in these parts. They say the only daughter, Laila, is doing her dancer training now under the strict tutelage of her mother.""","Notes:
""The Brilioth Estate lies in the residential area. They are certainly the most notable family of dancers in these parts. They say the only daughter, Laila, is doing her dancer training now under the strict tutelage of her mother.""",""
"Adelise","","Adoulin; Eastern Adoulin","Eastern Adoulin J-8","","",""
"Adjutant (Bastok)","","Bastok (S); Bastok Markets (S)","Bastok Markets (S) J-9","Involved in Missions:
- Crystal Fist I (B)
- Crystal Fist II (B)
- Crystal Fist III (B)
- Crystal Fist IV (B)
- Iron Anvil I (B)
- Iron Anvil II (B)
- Iron Anvil III (B)
- Iron Anvil IV (B)","Involved in Missions:
- Crystal Fist I (B)
- Crystal Fist II (B)
- Crystal Fist III (B)
- Crystal Fist IV (B)
- Iron Anvil I (B)
- Iron Anvil II (B)
- Iron Anvil III (B)
- Iron Anvil IV (B)",""
"Adjutant (San d'Oria)","","San d'Oria (S); Southern San d'Oria (S)","Southern San d'Oria (S) D-8","Involved in Missions:
- Crystal Fist I (S)
- Crystal Fist II (S)
- Crystal Fist III (S)
- Crystal Fist IV (S)
- Iron Anvil I (S)
- Iron Anvil II (S)
- Iron Anvil III (S)
- Iron Anvil IV (S)","Involved in Missions:
- Crystal Fist I (S)
- Crystal Fist II (S)
- Crystal Fist III (S)
- Crystal Fist IV (S)
- Iron Anvil I (S)
- Iron Anvil II (S)
- Iron Anvil III (S)
- Iron Anvil IV (S)",""
"Adjutant (Windurst)","","Windurst (S); Windurst Waters (S) map = North|F-9","Windurst Waters (S) map = North|F-9","Involved in Missions:
- Crystal Fist I (W)
- Crystal Fist II (W)
- Crystal Fist III (W)
- Crystal Fist IV (W)
- Iron Anvil I (W)
- Iron Anvil II (W)
- Iron Anvil III (W)
- Iron Anvil IV (W)","Involved in Missions:
- Crystal Fist I (W)
- Crystal Fist II (W)
- Crystal Fist III (W)
- Crystal Fist IV (W)
- Iron Anvil I (W)
- Iron Anvil II (W)
- Iron Anvil III (W)
- Iron Anvil IV (W)",""
"Adolie","","Ru'Lude Gardens","Ru'Lude Gardens G-7, Palace Guard Post, First Floor","Involved in Quests:
- Lure of the Wildcat (Jeuno)","Involved in Quests:
- Lure of the Wildcat (Jeuno)",""
"Adrasteia","Quest NPC","Castle Oztroja (S); Cutscene; Outland","Castle Oztroja (S)","Involved in Quests:
- The Forbidden Path","Involved in Quests:
- The Forbidden Path",""
"Adrian","Abyssea Support","Abyssea; Chocobo Circuit","Chocobo Circuit H-8","Notes:
*Supplies players with additional {{KeyItem","Notes:
*Supplies players with additional {{KeyItem",""
"Adrienaure","Melody Minstrel","Adoulin; Rala Waterways","Rala Waterways F-11","Notes:
This NPC will let you watch cut-scenes that you have seen in Rala Waterways in the past, for a small fee.","Notes:
This NPC will let you watch cut-scenes that you have seen in Rala Waterways in the past, for a small fee.",""
"Adventuring Fellow","","Battle","","","",""
